Nombre del estudio,Dirección,Barrio,Teléfono,Email,Instagram,Seguidores,Puntaje x reserñas,Web,Fabricantes Ref,Diseño,App,Opiniones,Presentación,Servicios adicionales,Horario,Código Plus,Fuente de datos,Fecha de recolección,Observacciones,
Pilates en Circuito SD Versalles,"Bermúdez 1186, C1407 Cdad. Autónoma de Buenos Aires",Vélez,1124780355,,https://www.instagram.com/pilatescircuito.sd?igsh=ZnZ5YmNpbnhzMTM5,1144,"5,0x23",,Idpil.com,En una construcción antigua y despintada.,,"Hace un mes: El estudio es divino. Las clases son dinámicas, no todo el tiempo en la cama: vas rotando de posta en posta, eso hace que las clases sean muy divertidas, cero monótonas. Amadeo es un genio. Siempre prestando atención a los ejercicios para hacer las correcciones necesarias, con propuestas de actividades diferentes y adaptadas a cada persona. Súper recomendable el estudio!",-,Método Circuito| Pilates | Full power,"Lunes, martes, jueves y viernes 8 a. m.–12 p. m., 4–8 p. m. miércoles, 8 a. m.–12 p. m., 5–8 p. m. sábado, 10 a. m.–12 p. m.","9FFX+8V Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",12-09-25,Tiene dos sedes.,
Pilates del Ángel by Maca Ardanaz,"Av. Álvarez Jonte 4815, C1407GPC Monte Castro, Cdad. Autónoma de Buenos Aires",Vélez,,,https://www.instagram.com/pilatesdelangel/,1377,"4,8x56",,-,"Iluminado, limpio, espacioso.",,Hace un mes: Siempre me costó bastante tener constancia con alguna actividad física pero Maca logró que me enganche totalmente con pilates. Tiene una energía inigualable y una calidez humana que hablan por sí solas. Los grupos que forma son igualmente cálidos. Como profesora es un 1000!!!,,,Lunes a viernes de 9 a. m.–8 p. m,9FJV+2F Cdad. Autónoma de Buenos Aires,"Google maps, Instagram",12-09-25,,
"HAUS, Casa de Pilates","Irigoyen &, San Blas, Cdad. Autónoma de Buenos Aires",Vélez,1121841731,autentic pilates argetina,https://www.instagram.com/haus.casadepilates/#,252,"5,0x13",,Studio moderna,"Equipado, iluminado, minimalista- moderno.",,"Hace 7 meses: Impecable, altamente capacitada la profe , super paciente, amorosa , dedicada a full, respeta los tiempos de cada uno. Ambiente super acogedor , el mejor lugar de Versalles sin dudas.",,,"Lunes a jueves 8:30 a. m.–8 p. m. viernes, 8:30 a. m.–7 p. m.","9F8Q+XJ Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram 1",02-09-25,,
Palacio Fit,"Av. Asamblea 142, C1424COO Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1122769690,,https://www.instagram.com/palacio.fitness/?hl=es#,1431,-,http://palacio.fitness/,-,"Amplio, diseño de colores en torno al rojo y al negro. Reformer clásicos, pelotas rojas.",,-,.,Pilates circuito. Tiene bicicletas estáticas.,Lunes a domingo de 8 a. m.–9 p. m.,"9H9C+8W Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,Espejos ovalados.,
Espacio fit,"Doblas 1356, C1424BMB Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1126743485,,https://www.instagram.com/espaciofitok/,2591,"4,8x81",,P&P,Básico.,,Hace 5 meses: Un lugar preparado para entrenar de acuerdo a tus metas! Los profes son excelentes! Al igual que sus clases! Yo hago funcional y pilates! Pero hay de todo! Los chicos de recepción también son lo más! No duden en ir y probar!,Centro de actividades deportivas y de la salud,"Gimnasia, zumba, yoga, boxeo.",Lunes a domingo de 8 a. m.–9 p. m.,"9H9C+4Q Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,,
Étoile Pilates Studio,"Tejedor 244, C1424 Cdad. Autónoma de Buenos Aires",Parque Chacabuco,111572457235,,https://www.instagram.com/etoile.pilates/#,505,"3,0x2",,-,"Moderno, amplio, tonalidades en torno al beige.",,"semanas atrás: Nueva: Muy decepcionante. La atención al cliente deja mucho que desear. Reservé clases con anticipación y, al llegar, todo estaba ocupado. Una falta total de organización y respeto hacia los clientes. No lo recomiendo en absoluto.",-,,"Lunes a viernes de, 8 a. m.–9 p. m. sábado, 9 a. m.–2 p. m.","9H9C+X4 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,Espejos ovalados.,
Estudio Taoyqi,"Del Barco Centenera 1207, C1424 Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1155051928,,https://www.instagram.com/taoyqi/#,5885,"4,7x26",http://www.taoyqi.com.ar/,-,-,,Hace un año: Mi suegra concurrió a una clase con unos de los profesores y le comentó que no podía realizar ciertos movimientos y que sabía que necesitaba una rutina adaptada. El profesor sabiendo todo esto no mostró empatía y en ningún momento se interesó por la situación que le había comentado. Lugar no recomendable,Centro de formación holística y transpersonal.,,Lunes a viernes de 9:00 a 13:00 y de 17:00 a 20:00.,"9H87+P7 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, web, instagram",14-09-0254,,
MR Pilates Reformer @mrpilatesreforme,"Av. La Plata 1711, C1250 Cdad. Autónoma de Buenos Aires",Paque Chacabuco,111537028359,,https://www.instagram.com/mrpilatesreformer/#,880,"5,2x62",,-,"Básico. Amplio, linda vista. Tonalidades en torno al violeta",,,,,Lunes a sábado de 9 a. m.–9 p. m.,"9H7F+WX Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,Da Clases a adultos mayores,
Paloma Pilates,"Av. José María Moreno 1924, C1424 Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1173641200,,https://instagram.com/pilatespaloma,1118,"5,0x14",,-,básico,,Hace 11 meses: La mejor profe Lourdes de pilates!!! Te super cuida y da acordé a lo que necesita cada uno por su salud. Las clases son super lindas y variadas.,-,"Pilates Reformer, Pilates Mat, Streching","lunes, miércoles y vienes de 8 a. m.–12 p. m., 3–8 p. m. martes y jueves de 8 a. m.–12 p. m., 4–8 p. m.","9H59+PG Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,,
MirianG.- Espacio de Pilates,"Victor Martínez 1754, C1406 Cdad. Autónoma de Buenos Aires",Parque Chacabuco,35879906,,https://www.instagram.com/miriang._espacio_de_pilates/#,,"4,8x35",,Reformer de caño,básico,,"Hace un mes: Desde enero tomo clases con Miri, no solo me volvi FAN sino que tambien encontre constancia y disciplina. Hoy en dia voy tres veces por semana y MAS que feliz. Miri es excelente profesional, gran profe y persona!!! Siempre esta atenta a sus alumnos, nos cuida fisicamente y tambien nos mima! La super recomiendo",,"Tallerista, facilitadora, pintora, instructora de Pilates con enfoque terapéutico, profesora de Hatha Yoga","Lunes a jueves 9 a. m.–9 p. m. viernes, 9 a. m.–8 p. m.","9H66+2G Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,,
Pilates Flow Chacabuco,"Av. Asamblea 1436, 1095 Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1138776699,,https://www.instagram.com/pilatesflow.chacabuco/?hl=es#,1261,"4,6x10",,-,Básico.,,"Hace un mes: Me encanta el lugar, la atencion es excelente y las clases tambien, variedad de horarios de pilates y tambien las de yoga;instalaciones nuevas y cuidadas, los profes genial; el sistema me encanta porque puedo acomodar las clases a mis horarios",,,"Lunes a viernes, 8 a. m.–9 p. m. sábado, 9 a. m.–1 p. m.","9H74+82 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,,
Oasis Pilates,"1406, Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1158066440,,https://www.instagram.com/oasisstudio.pch/#,194,"4,2x5",,-,Básico,,Hace 11 meses: Buscaba un lugar para hacer pilates encontré pch .. me agendo para un miércoles a las 20..(el lunes ) llegue a la clase que no me quedaba cerca en lo absoluto.. y me había agendado mal.. nunca me avisó.. me pareció una falta de respeto y poco profesional.. encima no estaba la persona que me agendo.. habia otra profesora que no tenía ni idea de nada... Un desastre cero recomendable.. le mandé mensaje x Whatsapp y reaccionó con una cara triste.. xx dios...bronca que no tomen en serio a la gente,,,"Lunes a jueves de 9 a. m.–12 p. m., 2–9 p. m. viernes y sábados, 9 a. m.–12 p. m.",9H83+45 Cdad. Autónoma de Buenos Aires,"Google maps, instagram",14-09-25,,
HA! Pilates y Bienestar,"Av. Carabobo 602, C1406DGT, Cdad. Autónoma de Buenos Aires",Parque Chacabuco,911 2333465,,https://www.instagram.com/ha.pilates.bienestar/#,440,"5,0x12",https://hapilatesybienestar.com/,RM pilates,Básico,,,"En HA! Pilates Bienestar creemos que el trabajo corporal es esencial para lograr la armonía. La consciencia del propio cuerpo y su fortalecimiento se consiguen a través de los preceptos de esta técnica que busca concentración, control, centro (powerhouse), fluidez, precisión y respiración, como herramientas hacia el éxito de la práctica.",,"Lunes a viernes de 8 a. m.–7 p. m. sábado, 9–11 a. m.",9G8W+HP Cdad. Autónoma de Buenos Aires,"Google maps, Instagram",14-09-25,,
Toulouse Pilates Chacabuco,"Baldomero Fernández Moreno 1263, C1406HHC Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1123991880,,-,,"4,8x41",http://www.toulousepilates.com/,P&P,"Amplio, tonalidades rosa pastel, marrón claro, trabajo en madera.",,Hace 4 meses: Lugar excelente resultados positivos un gusto ir,,,"Lunes a viernes de 8 a. m.–3 p. m., 5–9 p. m. sábado, 10 a. m.–2 p. m.","9H94+85 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,"Tiene 4 sedes. Palermo, colegiales, cañitas y Chacabuco.",
Vidamí Pilates Mat,"Emilio Mitre 751, C1424 Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1130221215,,https://www.instagram.com/vidami.pilates#,297,"5,0x7",,,Pilates mat,,"Hace 9 meses: Muy lindas clases, la profe muy atenta a las participantes, super buena onda. Es un gran lugar para reencontrarse con la actividad física en un ambiente respetuoso. La super recomiendo!",,,"lunes, miércoles y viernes de 6–8 p. m.","9H95+Q3 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, instagram",14-09-25,,
YB estudio Pilates,"Del Barco Centenera 884, C1424 Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1176252842,,https://www.instagram.com/ybestudiopilates/#,222,"4,2x10",,-,Básico.,,una semana atrásNueva: … El lugar es muy malo en organización y en atención al cliente no lo recomiendo! Gracias por nada pero decidí buscarme otro lugar! pd: no le pongo 0 estrellas solo porque no se puede.,,,"Lunes a viernes de 9 a. m.–9 p. m. sábado, 10 a. m.–3 p. m.","9HC6+4G Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,,
Ananda Pilates,"Del Barco Centenera 860, C1424AMR Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1144147664,,https://www.instagram.com/pilates_ananda/#,447,"4,9x17",,-,Básico,,"Hace un mes: El lugar es hermoso, la atención aún mejor. Calidad y trato que dan ganas de volver.",,"Pilates Mat, Flexiblilidad, Zumba, Yoga Integral, Entrenamiento Funcional, Taller de Teatro","lunes, miércoles y viernes 8 a. m.–12 p. m., 5–9 p. m. martes y jueves 8 a. m.–12 p. m., 2–6 p. m.","9HC6+6C Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,,
Etnya Pilates Craig,"Zuviría 601, C1424CKM C1424CKM, Cdad. Autónoma de Buenos Aires",Parque Chacabuco,,,https://www.instagram.com/etnyapilates/?hl=es#,3628,"3,9x14",,-,"Equipado, básico.",,"Hace un año: pésima atención, tardan una semana en responder un whatsapp y se hace imposible coordinar para las clases. una lástima",,,,9HC8+65 Cdad. Autónoma de Buenos Aires,Google maps instagram,14-09-25,,
Vibra Pilates Consiente,"Gregorio de Laferrère 3836, C1407HQF Cdad. Autónoma de Buenos Aires",Parque Avellaneda,,,https://www.instagram.com/espaciovibra.pilates/?hl=es#,1166,"4,4x7",,-,Básico,,Hace 3 meses: Luego de una cirujía de espalda encontré el lugar perfecto para recuperarme física y espiritualmente. Gracias a Caro y sus profes. Sumamente recomendable.,,,,"9G3H+X8 Buenos Aires, Cdad. Autónoma de Buenos Airesg","Google maps, Instagram",14-09-25,,
JOA estudio de pilates,"Av. Directorio 3526, C1407 Cdad. Autónoma de Buenos Aires",Parque Avellaneda,111530197270,,https://www.instagram.com/joaestudiodepilates/#,281,"5,0x2",,-,Básico,,"3 semanas atrás: Nueva. Es terapéutico! Me dolía la espalda, me sentía pesada y cansada todo el tiempo. Ahora me siento distinta. Es un espacio para desconectar del laburo, dedicado a nosotros/as. No importa la edad o el sexo , todos podemos hacerlo. Nos merecemos sentirnos bien.",,,"Lunes a viernes 8 a. m.–1 p. m., 3–9 p. m. sábado, 9 a. m.–4 p. m.","9G6G+P4 Buenos Aires, Cdad. Autónoma de Buenos Airesg","Google maps, Instagram",14-09-25,,
MWD,"Av. Piedra Buena 4772, C1439GWR Cdad. Autónoma de Buenos Aires",Villa Lugano,1137558285,,https://www.instagram.com/mwdpilates/?hl=es#,2255,"4,8x34",,,Básico. Pelotas azules.,,Editado Hace 5 meses: Excelente la profe Yami y todo su equipo! Da gusto venir a entrenar. Amo también mis a compañeras de turno,,,"Lunes a viernes 8 a. m.–12 p. m., 3–9 p. m. sábado, 9 a. m.–1 p. m.","8G7F+F7 Buenos Aires, Cdad. Autónoma de Buenos Aires",Google maps,14-09-25,,
Gran Cóndor Fitness,"Aquino 6393, C1439 Cdad. Autónoma de Buenos Aires",Villa Lugano,1136270530,,https://www.instagram.com/grancondor.fitness/#,1348,"5,0x49",https://grancondor.fitness/,.,Básico,,una semana atrás Nueva: Hermoso gym! Hago pilates y las profes son excelentes. Las clases súper variadas y con muchos elementos para utilizar. Relación precio calidad 10/10.,,"Zumba, yoga","lunes, 8 a. m.–12 p. m., 4–9 p. m. martes, miércoles y jueves 8 a. m.–12 a. m. viernes, 4 p. m.–12 a. m. sábado, 8 a. m.–12 a. m.","8GC8+3J Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, instagram",,Info en IG a través de memes..,
Yola_juana,"Av. Larrazábal 3721, C1439 Cdad. Autónoma de Buenos Aires",Villa Lugano,1152594994,,https://www.instagram.com/yola_juana/#,2088,"4,6x5",,Del rio pilates,básico,,No hay recientes,,,,"8GGF+CQ Buenos Aires, Cdad. Autónoma de Buenos Airesg","Google maps, IG",14-09-25,,
Kyo Pilates,"Marcelo Gamboa 6351, C1408AQE C1408AQE, Cdad. Autónoma de Buenos Aires",Versalles,,,,493,"5,0x2",,,,,,,,,9F9G+HW Cdad. Autónoma de Buenos Aires,"Google maps,",14-09-25,Muy poca información disponible,
Shyvana Pilates,"Bruselas 511, C1408 Cdad. Autónoma de Buenos Aires",Versalles,1153331438,,https://www.instagram.com/shyvanapilates/reels/#,400,"5,0x20",,Studio moderna Pilates,Tonalidades en torno al malva. Básico.,,"Editado Hace 5 meses: Shyvana Pilates, este lugar es increíble por su ambiente tranquilo, relajado y sobre todo, destacar la profesionalidad de Bety, Excelente!!! Ofrecen clases con opciones grupales o individuales. Las clases de Pilates son perfectas para mejorar tu flexibilidad, fortalecer tu core y corregir tu postura; todo mientras reduces el estrés y aumentas tu concentración. ¡Es una práctica ideal para todas las edades y niveles de condición física!",,,"Lunes a viernes de 8 a. m.–12 p. m., 5–9 p. m.","9F9H+2C Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",14-09-25,,
Maximo Pilates,"Av. Juan Bautista Justo 9101, C1408 C1408AKT, Cdad. Autónoma de Buenos Aires",Versalles,,,https://www.instagram.com/maximopilates/#,8176,"4,4x34",,FOX,Tonalidades en torno al verde. Básico.,,"Hace un año: AGUANTE MAXIMO! Elegiría una y mil veces este estudio para entrenar. Hermoso lugar, ambiente y calidad de personas. Ni hablar de la limpieza, el cuidado de los elementos y la atención siempre hasta al mínimo detalle. Profesionalismo ante todo y clases más originales imposible!!!!",,,"lunes, miércoles y viernes de 8 a. m.–9 p. m. martes y jueves 5–9 p. m.",9F8M+R4 Cdad. Autónoma de Buenos Aires,"Google maps, IG",15-09-25,,
Bloom Pilates,"Cortina 2096, C1408 Cdad. Autónoma de Buenos Aires",Villa Real,1155860166,,https://www.instagram.com/somosbloompilates/#,548,"5,0x1",,Studio moderna,Básico,,,,,Lunes a viernes de 9 a. m.–8 p. m.,"9FHG+4V Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",15-09-25,,
Toulouse Pilates Colegiales,"Av. Álvarez Thomas 636 1B, C1426 Cdad. Autónoma de Buenos Aires",Colegiales,1169627399,,,,"4,3x10",,,,,Hace 5 meses: Pensé que había encontrado un buen lugar para hacer Pilates y me equivoqué. El estudio está bueno pero tienen pocas camas. Supuestamente en cada clase ibas rotando usar camas o el piso; en mi caso no tuve opción. Si te da lo mismo hacer pilates en el suelo o en camas…claramente para mí no es mismo. Solo 1 de las 3 profesoras con las que tuve clases fue excelente. El resto fueron un poco descortés y no prestaban atención si estabas haciendo bien o no los ejercicios. Espero que mis comentarios les ayuden a mejorar. Saludos,,,"Lunes a viernes de 8 a. m.–12 p. m., 5–7 p. m.","CG9X+R9 Buenos Aires, Cdad. Autónoma de Buenos Aires",,15-09-25,Datos cargados en Parque Chacabuco. Tiene 4 sedes.,
Alquimia Pilates,"C1427EDP Av Federico Lacroze, Charlone y, Buenos Aires",Chacarita,45551255,,https://www.instagram.com/pilatesalquimiachacarita/#,103,"4,7x63",http://www.pilatesalquimia.com.ar/,-,Básico. Espacio pequeño.,,"Hace 4 meses: Vengo hace dos años y siempre tengo la mejor experiencia! Super profesionales y personalizadas las clases de pilates, excelentes todas las profes",-,"Actividades orientadas al bienestar: Pilates, Gimnasia Postural, Entrenamiento funciinal y Metabólico. Atención personalizada- capacitacion continua.",Lunes a sábados de 9 a. m.–9 p. m.,"CG8X+Q2 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG, web",15-09-25,,
Espacio Mat - CLASES ONLINE de Pilates - Elongación - Yoga,"Delgado 600, C1426 Cdad. Autónoma de Buenos Aires",,1131052524,,https://www.instagram.com/espaciomat/#,5322,"5,0x7",,-,http://www.youtube.com/c/In%C3%A9sTorresCappiello,,"Hace 7 meses: Las clases de Inés son las mejores: una formación sólida e integral, una claridad en la manera de transmitir el conocimiento, y un cuidado personalizado hacia cada alumno. Con ella logré aprender a tratarme con amabilidad, paulatinamente, conociendo mis límites, explorándolos de a poco, y viendo los progresos y el bienestar que se consigue desde el primer día con sus clases. Además, como Inés tiene una formación integral, es una guía e inspiración para mi, tanto para cuidar mi propio cuerpo, como desde la parte docente. Recomiendo tomar sus clases, entregarse al proceso, y disfrutar de cada ejercicio. Gracias Ine por todo!!! Le mejor profe!","Ofrecemos bienestar para tu cuerpo y mente a través CLASES ONLINE, en vivo y grabadas. PILATES - ELONGACIÓN - YOGA – POSTURAL.",,Lunes a viernes de 8 a. m.–8 p. m.,"CG9X+XR Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram, youtube",15-09-25,La instuctora tiene formación en danza.,
