nombre_del_estudio,direccion,barrio,telefono,email,instagram,seguidores,puntaje_google,web,fabricantes_ref,diseno,app,resena_destacada,presentacion,servicios_adicionales,horario,codigo_plus,fuente_de_datos,fecha_recoleccion,observaciones,cantidad_resenas,comuna,zona,tiene_instagram,tiene_web,tiene_email,tiene_app,presencia_digital,tiene_telefono,n_canales_contacto,n_fabricantes,fabricante_multiple
El Atelier Pilates,"Mariano Acha 3168, C1430 Cdad. Autónoma de Buenos Aires",Villa Urquiza,111541947590.0,,elatelierpilates,824.0,4.8,,,"Diseño básico, tonalidades azul, deslizantes verdes y azules,",,"Hace un año: Comparto mi experiencia en este lugar ya que fue muy buena. Profesores muy atentos a los movimientos que realizamos, interviniendo en caso de ser necesario. Enfocados en que aprendamos las respiraciones y en cómo hacer el ejercicio. Hace un año:Sigo a Sabrina hace casi 8 años. Rutinas pensadas, posturas cuidadas, atenta a la respiración y a las aptitudes físicas de cada uno. Siempre me sentí cómoda, en un ambiente muy humano.",-,,"De lunes a viernes 8 a. m.–9 p. m. Sábado, 8 a. m.–12 p. m",,"Google maps, IG",22-07-25,,28.0,12.0,Norte,True,False,False,False,1,True,2,0,False
Nuevo Pilates Urquiza,"Av. Congreso 4613, C1431AAB Cdad. Autónoma de Buenos Aires",Villa Urquiza,1131117074.0,,nuevopilatesurquiza,990.0,5.0,,,"Básico , local nuevo. pelotas azules,",,"""Muy buena atención, por ahora tuve la primer clase de prueba y todo excelente.""",-,Masajes,"De lunes a viernes 8 a. m.–1 p. m., 4–9 p. m. Sábado, 9 a. m.–1 p. m.",,"Google maps, Ig",22-07-25,,37.0,12.0,Norte,True,False,False,False,1,True,2,0,False
PILATES VALMA,"Galván 2844, C1431 Cdad. Autónoma de Buenos Aires",Villa Urquiza,1165913310.0,,pilatesvalma,193.0,5.0,,,,,"2 semanas atrásnuevos Un lugar espectacular para conectarse con el cuerpo. Espacioso, limpio, cómodo y bien equipado. Juan, el instructor de la tarde, un capo, siempre con buena onda. Súper recomendable","Transforma tu cuerpo y mente en nuestro centro de Pilates. Con dedicación personal y atención en cada detalle te ayudarán a alcanzar, tu mejor versión.",,"De Lunes a viernes de 8 a. m.–9 p. m. Sábado, 9 a. m.–1 p. m",,"Google maps, IG",22-07-25,,6.0,12.0,Norte,True,False,False,False,1,True,2,0,False
Colmao de Pilates,"Av. Triunvirato 4388, C1431FBT Cdad. Autónoma de Buenos Aires",Villa Urquiza,111560395252.0,,colmaodepilates,1227.0,4.7,,IDPil,,,"2 semanas atrásNueva. Muy buen lugar! Lo recomiendo especialmente, ya que prestan mucha atención a cada alumna y eso no sucede en todos los lugares",,,"De lunes a viernes de 8 a. m.–10 p. m. Sábado, 9 a. m.–12 p. m",,"google maps, IG",22-07-25,,15.0,12.0,Norte,True,False,False,False,1,True,2,1,False
Plena Estudio de Danzas y Pilates,"C. Pacheco 2251, C1431FII Cdad. Autónoma de Buenos Aires",Villa Urquiza,1161617443.0,,plenaestudio,1037.0,4.0,http://plenafitness.blogspot.com/,,Básico,,"Editado Hace un año:Pésimo todo! De pilates no tiene nada el lugar, encima la poca comprensión y empatía ante un problema. Cero recomendable. Hace 8 añosLas profes son divinas y la calidad de sus clases excelente en todas las disciplinas!",-,Danza,Lunes a viernes de 6–9 p. m.,,"Google maps, IG",22-07-25,,5.0,12.0,Norte,True,True,False,False,2,True,3,0,False
Feel Good,"C. Dr. Pedro I. Rivera 5219, C1431BVO Cdad. Autónoma de Buenos Aires",Villa Urquiza,1135313014.0,,feel.good.pilatess,1500.0,4.7,http://www.feelgood.com.ar/,FOX,"Amplio, con variedad de equipos. Tonalidades rojo- pelotas y negro. Instagram naranja y negro.",,,"4 semanas atrásEs un hermoso lugar, la profe me escucha y me cambia los ejercicios en base a mis limitaciones y dolencias. No es fácil de encontrar eso en pilates, lo super recomiendo! Hace 5 meses Lugar que tienen en cuenta tus dolencias y limitaciones para no lastimarte :)",-,Pilates Reformer – Pilates Springboard – Pilates Circuito – Stretching – Pilates Barre – Barre A Terre,,"Google maps, web, IG",22-07-25,"Reformer marca Fox ccompañia de fitness. Piden: Recordá traer el apto médico es obligatorio, para hacer actividad física.",68.0,12.0,Norte,True,True,False,False,2,True,3,1,False
Pilates Muta,"Nuñez 4700, C1431 Cdad. Autónoma de Buenos Aires",Villa Urquiza,1136709030.0,,mutapilates,1720.0,4.9,,P&P,"Paleta de colores rojos – deslizantes, grises – pelotas. Tiene patio el local.",,,"Hace 3 mesesMuta es un espacio hermoso y cómodo para entrenar. Las clases son en grupos reducidos y Lu explica todo de forma detallada y paciente. Siempre está mirando que estés haciendo los ejercicios de forma correcta y hace un seguimiento personalizado de tu proceso. Sin lugar a dudas, el mejor lugar para hacer pilates!",,,,"Google maps, IG",23-07-25,,61.0,12.0,Norte,True,False,False,False,1,True,2,1,False
Claudia Pilates y Kobido,"Mariano Acha 3660, C1430 Cdad. Autónoma de Buenos Aires",Saavedra,1161663421.0,,claumatpilates,190.0,4.9,,,-,,,"Hace 2 meses. Claudia es una excelente profesional y persona. Comencé con ella hace un tiempo y estoy súper contenta, brinda clases personalizadas y te ayuda a realizar los ejercicios correctos para modelar el cuerpo y corregir la postura. Se adapta a los objetivos de cada uno. Hace 2 meses Excelente espacio para hacer Pilates personalizado. La profe Claudia una maravillosa persona","yoga, Zumba ","De lunes a viernes, 8 a. m.–8 p. m.",,"Google maps, IG",23-07-25,,10.0,12.0,Norte,True,False,False,False,1,True,2,0,False
Roma Pilates & Coffee,"Crisólogo Larralde 3532, C1430 Cdad. Autónoma de Buenos Aires",Saavedra,1127990782.0,,roma.pilates.cafe,651.0,4.9,,APC,"Básico. Reformer, pelotas verdes, pesas rojas.",,,Hace 6 meses. Personalmente fui por los pilates. Cosa que para mí es una maravilla ¿Y que me lo sumen con un rico café de calidad? Una combinación buenísima. 10/10.,café,"De lunes a viernes de 8 a. m.–9 p. m. sábado, 8 a. m.–8 p. m.",,"Google maps, IG",24-07-25,Es un Café,92.0,12.0,Norte,True,False,False,False,1,True,2,1,False
Hono Studio,"Av. Cabildo 3970, C1429AAX Cdad. Autónoma de Buenos Aires",Saavedra,,,honostudio.ba,,5.0,,,-,,,"2 semanas atrás. Nueva Excelente experiencia. El lugar, la clase de pilates, todo es de excelencia. Hice la clase con la profe Caro y me encantó. Super atenta, clase muy dinamica y ejercite todo el cuerpo. El studio es precioso, se nota el buen gusto y dedicación en cada detalle. Lo recomiendo.",,,,"Google maps, IG",27-07-25,La Web y el Instagram no son de estudios de pilates. ¿Existe? Revisar.,13.0,12.0,Norte,True,False,False,False,1,False,1,0,False
Pilates Villa Crespo,"Batalla del Pari 484, C1414 DXB, Cdad. Autónoma de Buenos Aires",Villa Crespo,111563542098.0,,pilates.villacrespo,1484.0,,,,,,,,,"De lunes a viernes, 8:15 a. m.–1 p. m., 3–8 p. m. sábado, 10 a. m.–1 p. m.",,"Google maps, IG",27-07-25,,,15.0,Norte,True,False,False,False,1,True,2,0,False
Pilates Ki,"Av. Juan Bautista Justo 3450, C1416DJO Cdad. Autónoma de Buenos Aires",Villa Crespo,,,pilates.ki,253.0,4.6,,,Básico,,,"una semana atrás: Es el lugar perfecto para hacer pilates, las profes saben del cuidado del cuerpo y el espacio es hermoso!",,"lunes, martes y miércoles 8 a. m.–12 p. m., 5–9 p. m. jueves, 8 a. m.–12 p. m. viernes, 8–11 a. m., 5–9 p. m. sábado, 9 a. m.–1 p. m.",,"Google maps, IG",27-07-25,No tiene teléfono y el Instagram está desactualizado.,5.0,15.0,Norte,True,False,False,False,1,False,1,0,False
Rizoma Pilates,"Gral. Manuel A. Rodríguez 1566, C1416 Cdad. Autónoma de Buenos Aires",Villa Crespo,111564562976.0,,rizomapilates,923.0,4.7,,,"Básico. Reformer, pelotas y mat malvas, studio con con patio.",,"Hace 4 meses: Excelentes las instructoras de pilates, pero el lugar le faltaba mantenimiento en las paredes y en algunas camas de reformer. Aumentaba el precio pero no veía esas mejoras. Hace 2 meses. Empecé pilates ahí. Excelente Eurídice. Lo recomiendo","Nuestra propuesta de trabajo consiste en flexibilizar, fortalecer y articular. Atender la postura, las tensiones, molestias y dolores. Siempre desde la consciencia corporal y haciendo presencia en lo que realizamos, con los cuidados necesarios y amorosidad hacia nuestros cuerpos.",,"De lunes a viernes , 8 a. m.–9 p. m. sábado, 9 a. m.–12 p. m.",-,"Google maps, IG",27-07-25,Profes bailarinas y coreógrafas.,20.0,15.0,Norte,True,False,False,False,1,True,2,0,False
Levy Pilates,"Leopoldo Marechal 1155, C1414 Villa Crespo, Cdad. Autónoma de Buenos Aires",Villa Crespo,1137055400.0,,levypilates,62.0,5.0,,,Básico,,"Hace 4 meses.Recomiendo ampliamente esta actividad, primero por su profesionalismo, por la mirada individualizada y precisa, por la calidez de las clases. En poco tiempo el cuerpo también se da cuenta!.Muy buena la clase!! Personalizada y dinámica.",,,"De lunes a viernes, 8 a. m.–9 p. m",-,"Google maps,IG",27-07-25,,23.0,15.0,Norte,True,False,False,False,1,True,2,0,False
Sayen Pilates & Spa,"Acoyte 1525, C1414BZI Cdad. Autónoma de Buenos Aires",Villa Crespo,1167514333.0,,sayen_pilatesyspa,361.0,5.0,,,"Básico. Pelotas azules, reformer rojos y negros.",,"Hace 6 días: Muy buenas profesoras, clases super variadas y adaptadas a cada necesidad, super recomendables. Hace 5 días: Hermoso lugar. Las clases son excelentes. Muy recomendable",-,Maquillaje,"De lunes a viernes , 9 a. m.–9 p. m.",-,"Google maps, Ig",27-07-25,,14.0,15.0,Norte,True,False,False,False,1,True,2,0,False
Samsara Pilates Villa Crespo,"Gurruchaga 200, C1414 Cdad. Autónoma de Buenos Aires",Villa Crespo,1133416923.0,,samsarapilatesvillacrespo,1133.0,4.7,,,Básico,,"Hace 10 meses: Soy alumna de Samsara desde hace más de seis años y lo super recomiendo. Eugenia sabe muchísimo, las clases son entretenidas y es muy cuidadosa con todos los alumnos, como debe ser una clase de pilates. Hace 8 meses: Samsara pilates es un lugar hermoso para entrenar y cuidar la salud! La dueña Euge es una copada total y tiene un recorrido importante! es re cuidadosa a la hora de corregir! Tuve que mudarme asique no pude ir más... Pero Samsara en mi corazón jajaja. Super recomendable",Estudio especializado en Método Pilates. Clásico y Contemporáneo. Clases personalizadas para todas las edades,,"lunes, martes y jueves 8 a. m.–9 p. m. miércoles y viernes de , 8:30 a. m.–9 p. m",-,"Google Maps, IG",27-07-25,Estudio pequeño. En el Instagram no tienen fotos del lugar.,84.0,15.0,Norte,True,False,False,False,1,True,2,0,False
Centro ByB,"Serrano 290, C1414 Cdad. Autónoma de Buenos Aires",Villa Crespo,1139029220.0,,centrobellezaybienestar,1290.0,4.4,,MB Design,"Diseño básico, con tonalidades azul.",,"Hace 3 meses: Ale es lo mas, hace meses voy al Centro para hacerme masajes. Noto mucha mejoría en cuanto al rendimiento en mi actividad física. Recomiendo totalmente!Hace 8 meses:Pregunté sobre las clases, para recibir asesoramiento y recibi una foto con los valores de la misma. Ni un ""Buenos dias"" , si así atienden por WhatsApp no me quiero imaginar lo demás.. no se dediquen a esto si no tienen vocación de servicio.","Belleza, cosmética y cuidado personal:Somos un estudio dedicado al cuidado y relajación de nuestro cuerpo.Yoga Pilates Mat Reformer Masajes","Masajes , yoga","Lunes y miércoles 8 a. m.–8:30 p. m. martes y jueves , 8:30 a. m.–9 p. m. viernes, 8 a. m.–7:30 p. m.",-,"Google maps, IG",27-07-25,,19.0,15.0,Norte,True,False,False,False,1,True,2,1,False
Pilates DynaMov,"Gurruchaga 403, C1414DHI Cdad. Autónoma de Buenos Aires",Villa Crespo,1162140795.0,,dynamovpilates,928.0,4.8,,,"Básico, tonalidades malvas.",,Hace 4 años. Hermoso lugar con docentes espectaculares! Más que recomendable para principiantes y avanzados.,,,"De lunes a viernes de 11 a. m.–9 p. m. Sábado, 11:30 a. m.–1:30 p. m.",-,"Google maps, Ig",28-07-25,Ofrecen capacitaciones,6.0,15.0,Norte,True,False,False,False,1,True,2,0,False
CuerpoEspiral - Pilates Personalizado,"Malabia 376, C1414 Cdad. Autónoma de Buenos Aires",Villa Crespo,111567419477.0,,pilates_cuerpo_espiral,536.0,4.8,,IDPil,"Básico. Reformes, pelotas colores variados.",Fitfit,"2 semanas atrásNueva Las clases son excelentes, muy dinámicas, creativas, nada repetitivas, muy bien armadas, la hora se pasa rapidísimo! Hace 6 meses Asistí a clases desde el 8 de noviembre al 9 de diciembre de 2024, día en que tuve un accidente durante una de las clases y me fisuré una costilla. Con diagnóstico de fisura, el jueves 12/12 avisé que no iba a poder asistir más durante todo el mes de diciembre… Por esa fisura, perdí 6 clases que había pagado por adelantado a principios de diciembre 2024. Hoy pregunté si podía recuperar las 6 clases perdidas en diciembre durante enero 2025. Fundamentando su respuesta en un ""reglamento"", me contestaron que no, que solo ""me habían guardado el lugar"". Una pena…",,,"De Lunes a viernes de 8 a. m.–9 p. m. Sábado, 8 a. m.–1 p. m.",,"Google maps, IG",28-07-25,,73.0,15.0,Norte,True,False,False,True,2,True,2,1,False
Spacio Zeta Pilates Boot Camp,"Av. Corrientes 5249, 1185 Cdad. Autónoma de Buenos Aires",Villa Crespo,1178383726.0,,spaciozetapilates,56.0,,,,Básico. Espacio pequeño. 4 reformer.,,,,,"De lunes, 9 a. m.–7 p. m. sábado, 9 a. m.–12 p. m.",-,"Google maps, IG",28-07-25,Ig poco activo,,15.0,Norte,True,False,False,False,1,True,2,0,False
Aprile Pilates,"Lavalleja 505, C1414 Cdad. Autónoma de Buenos Aires",Villa Crespo,,,aprilepilatestudio,1096.0,4.5,,,,,"Hace 3 meses: Un Espacio, donde uno encuentra un equipo de profesionales comprometidos con su trabajo, que lo hace ideal para el cuidado de Nuestro Cuerpo Físico e Emocional , logrando y superando las metas que se proponen. Gracias Aprile por Estar. Hace 3 meses: Un excelente lugar que me cambió la vida. Me olvidé de los dolores de espalda. Naty una genia que siempre está atenta a corregir y ayudar en las posturas.",-,,"De Lunes y miércoles, 3–8 p. m. martes y jueves de 9 a. m.–12 p. m., 3–8 p. m. Viernes, 9 a. m.–12 p. m., 2–7 p. m. Sábado, 12–4 p. m.",,"Google maps, IG",28-07-25,,36.0,15.0,Norte,True,False,False,False,1,False,1,0,False
HEALTH STUDIO Ar,"Av. Angel Gallardo 717, C1405DJH Cdad. Autónoma de Buenos Aires",Villa Crespo,1148543350.0,,pilateshealthstudio,664.0,3.8,,P&P,Básico. Paletas de colores negro y grises- pelotas.,,"Editado Hace un año.La profesora excelente. Pero si queres que te maltraten cruzate con la encargada o dueña o no se que es. Vas a recibir la peor medicina.Hace un año: Para pasarte precio te dicen que vayas al lugar . No entiendo qué es lo complicado que no pueden informarlo por WhatsApp. No tengo tiempo de ir averiguar precios , por eso consulto vía online. Ya que ellos ofrecen su número en su perfil. Para ver si me sirve lo que me ofrecen o busco en otro lado",-,,"De Lunes a viernes, 8 a. m.–12 p. m., 5–10 p. m. Sábado, 9 a. m.–2 p. m.",,"Google maps, IG",28-07-25,,30.0,15.0,Norte,True,False,False,False,1,True,2,1,False
Bienestar en Movimiento,"Julián Álvarez 563, C1414 Cdad. Autónoma de Buenos Aires",Villa Crespo,1148569222.0,,-,,4.4,,P&P,,,"Hace 8 meses. Destaco la excelencia de la profesora Ludmila, pero la dueña Julia nos ha maltratado , nos ha hablado de muy mala manera y nos manifestó que el motivo es que solo le interesa publico joven en su escuela y nos invito a irnos, lo cual hice Hace 7 meses El mejor espacio con las mejores profes! Hermoso como enseñan a ejercitar cuidadosamente el cuerpo y la mente",Bienestar es Movimiento Estudio de Pilates Reformer Talleres de capacitación Online-presencial,,"De Lunes a viernes, 8 a. m.–9 p. m. Sábado, 9 a. m.–1 p. m",-,"Google maps, IG",28-07-25,,29.0,15.0,Norte,True,False,False,False,1,True,2,1,False
Estudio Corporeum,"Malabia 584, C1414DLH Cdad. Autónoma de Buenos Aires",Villa Crespo,1166424589.0,,estudio.corporeum,1119.0,4.8,,,"Paleta de colores verde pastel, pesas, pelotas, reformes construidos por Scaiola.",,"una semana atrás Nueva Excelente clase de pilates! Ame la atención y dedicación de rocío en la técnica para ejecutar los movimientos de forma correcta. Hace un año. Excelente lugar con una atención mas que personalizada por mas de ser clases grupales. El profesor no solo está atento a cada patologia o dolor, sino que además corrige las posturas y explica con formas super técnicas cada movimiento y el porqué de cada uno. Ojalá todos tuvieran un lugar tan serio y profesional para relajarse, siendo que te tratan como persona con historia y teniendo todo en cuenta. Sin dudas para no dejar nunca de ir.",El poder de Pilates junto al mejor entrenamiento funcional De #villacrespo para todo el mundo!,Fitnes,"De lunes a viernes de 9 a. m.–10 p. m. Sábado, 10 a. m.–1 p. m.",-,"Google maps, IG",28-07-25,Enlaces de Instagram no abren. Es un profe hombre.,36.0,15.0,Norte,True,False,False,False,1,True,2,0,False
SerUno • Pilates Reformer,"Araujo 476, C1408 Cdad. Autónoma de Buenos Aires",Villa Luro,1163639582.0,,serunobienestar,,4.9,,Studio Moderna,Básico,,"Hace un mes. Ambiente muy agradable y limpio, buen estado de camas y accesorios , excelentes profesoras, cumplen estrictamente los horarios de las clases , prolijo manejo administrativo y excelente atención a alumnos . Altamente recomendable !!!",,,"lunes, 10–11 a. m., 4–9 p. m. martes, miércoles y jueves de 8 a. m.–12 p. m., 5–9 p. m. viernes, 8 a. m.–12 p. m., 5–9 p. m. sábado, 10 a. m.–1 p. m.","9F5W+2P Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, instagram",12-09-25,,61.0,10.0,Oeste,True,False,False,False,1,True,2,1,False
Pilates Studio Sabrina Feal,"Leopardi 190, C1407 Cdad. Autónoma de Buenos Aires",Villa Luro,1123925650.0,,pilates.studio.sabrinafeal,999.0,5.0,,Del Río Pilates,"Básico. Tonalidad rosa, colchonetas, pelotas grisesa",,"Hace un año: Excelente lugar y más que excelente profesora, Sabri es lo más!! No solo explica bien y muestra como se deben hacer los ejercicios, sino que es súper amable, amorosa y divertida",,"Acrobacias, Pilates reformer,Reformer postural, Stretching, Training mix Yoga","Lunes a viernes, 8 a. m.–8 p. m. sábado, 9 a. m.–12 p. m.","9G63+52 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, instagram",12-09-25,,6.0,10.0,Oeste,True,False,False,False,1,True,2,1,False
Bive Pilates Villa Luro,"Av. Rivadavia 10814, C1408AAV Cdad. Autónoma de Buenos Aires",Villa Luro,1170663086.0,,bivepilates,,,https://www.bivepilates.com.ar/,P&P y FOX,,,"Hace 2 meses: Llevo un mes de clases y estoy muy contenta! El lugar es agradable, limpio, los equipos son muy cómodos y sobre todo destaco el profesionalismo de la profe Fernanda! Está pendiente a todos los detalles y el trabajo en el cuerpo es tan profundo como llevadero 🙌🏼 siempre con buena onda!",,,"Lunes a viernes de, 8 a. m.–9 p. m. sábado, 9 a. m.–2 p. m","9F6M+6F Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, instagram",12-09-25,Tiene una sede en Villa Luro y otra en Liniers. Toda la información en web.,,10.0,Oeste,True,True,False,False,2,True,3,2,True
VALU pilates reformer funcional,"Av. Juan B. Justo 8150, C1407 Cdad. Autónoma de Buenos Aires",Villa Luro,,,valupilatesyfuncional,6187.0,4.7,,Studio Moderna,Básico,,"Hace 5 meses. Excelente persona y profe. Maru es super dinamica con sus clases, te motiva para superar todos tus limites. Clases intensas y variadas, si te gusta mucho el deporte es por aca!",,,Lunes a viernes de 8 a. m.–9 p. m.,"9F8X+P2 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",12-09-25,,30.0,10.0,Oeste,True,False,False,False,1,False,1,1,False
Yoga y Pilates Villa Luro,"Av Canónigo M. C. del Corro 615, C1407 Cdad. Autónoma de Buenos Aires",Villa Luro,1163736001.0,,yogaromy,2069.0,4.9,,,Básico.,,"3 semanas atrás::NuevaRecomiendo mucho el instructorado. Tiene una excelente calidad de educación y de los contenidos enseñados. Entregan apuntes para reforzar lo aprendido en cada clase, así como también, se realizan prácticas es muy completo. Las profesoras son unas genias con gran dedicación para enseñar. El espacio es luminoso, amplio y la ambientación es muy acogedora. Le pongo 10 a todo!!",,Clases e INSTRUCTORADO de 𝐏𝐢𝐥𝐚𝐭𝐞𝐬 Reformer/CLASES de Yoga /Columpios/Elongación,"Lunes a viernes 10 a. m.–9 p. m. sábado, 10 a. m.–3:30 a. m.","9G92+39 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, instagram",12-09-25,Ofrecen instructorado.,39.0,10.0,Oeste,True,False,False,False,1,True,2,0,False
LINA PILATES,"Av. Juan B. Justo 7871, C1407 Cdad. Autónoma de Buenos Aires",Villa Luro,1131632450.0,,linastudiopilates,1427.0,5.0,,Studio Moderna,Básico. Tonalidades en torno al malva. Pelotas grises.,,Hace 5 meses: Voy hace más de 2 años.... Nunca pude sostener una actividad física hasta que conocí Lina...Muchas dedicación de parte de las profes y además se forman hermosos grupos. Personalmente me divierto mucho... Lo recomiendo 100 %,,,"Lunes a viernes 8 a. m.–12 p. m., 3–9 p. m. sábado, 8 a. m.–12 p. m., 3–9 p. m.","9F9X+9X Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps,",12-09-25,,26.0,10.0,Oeste,True,False,False,False,1,True,2,1,False
Hema Pilates,"lisandro de la torre 1126 Basualdo 399 Yatay 437, florida 165, C1408 Buenos Aires",Villa Luro,1170629097.0,hemapilates@gmail.com,hemapilates,4563.0,4.9,https://www.hemapilates.com.ar/,Del Río Pilates,"Armonioso, moderno, decoración de pared con tiernas flores azules. Amplio. Iluminado.",,"3 semanas atrás NuevaMati, el grupo de Pilates sede Liniers dias sabados 13hs quiere expresarte un sincero agradecimiento y reconocimiento al excelente trabajo y la gran vocación demostrada por la Profesora Lucrecia.","Hema Pilates es un estudio que se especializa en Pilates Reformer, con amplia experiencia.Trabajamos de forma personalizada para mejorar la salud de nuestros alumnos/as en clases técnicas, dinámicas y divertidas para desarrollar el máximo de sus potencialidades.Equipado con Reformers (camillas) de primera calidad. También disponemos de diversos accesorios: Pelotas, Bandas Elásticas, Box, Tablas de Salto, Tablas de Extensión, mancuernas, bastones, etc. Contamos con 4 sedes ubicadas en los barrios de Liniers, Villa Luro, Almagro y Microcentro, todas con ambientes climatizados. También con área protegida vittal, de manera que en caso que ocurra cualquier accidente o descompensación dentro de los estudios, la persona será asistida de manera urgente por nuestro servicio médico.",,"Lunes a viernes de 8 a. m.–9 p. m. sábado, 9 a. m.–2 p. m.","9F5X+52 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps , Ig",25-11-25,"Hema (Microcentro), Hema (Villa Luro), Hema (Liniers), Hema (Almagro",66.0,10.0,Oeste,True,True,True,False,3,True,4,1,False
Bloom Pilates,"Cortina 2096, C1408 Cdad. Autónoma de Buenos Aires",Villa Real,1155860166.0,,somosbloompilates,548.0,5.0,,Studio Moderna,Básico,,Hace 5 meses: Pensé que había encontrado un buen lugar para hacer Pilates y me equivoqué. El estudio está bueno pero tienen pocas camas. Supuestamente en cada clase ibas rotando usar camas o el piso; en mi caso no tuve opción. Si te da lo mismo hacer pilates en el suelo o en camas…claramente para mí no es mismo. Solo 1 de las 3 profesoras con las que tuve clases fue excelente. El resto fueron un poco descortés y no prestaban atención si estabas haciendo bien o no los ejercicios. Espero que mis comentarios les ayuden a mejorar. Saludos,,,Lunes a viernes de 9 a. m.–8 p. m,"9FHG+4V Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",15-09-25,,1.0,10.0,Oeste,True,False,False,False,1,True,2,1,False
Centro Pilates Buenos Aires,,Villa Lugano,1162506582.0,,pilates_bsas,2447.0,5.0,,,,,,,,"Lunes a viernes 8 a. m.–8 p. m. sábado, 9 a. m.–1 p. m.","8G5G+PW Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",11-09-25,,6.0,8.0,Sur,True,False,False,False,1,True,2,0,False
